Job_ID,Job_Title,Company,Company_Type,Industry,City,Location_Tier,Experience_Level,Job_Type,Work_Mode,Salary_LPA,Skills_Required,Education_Required,Openings,Applicants,Company_Rating,Date_Posted
IND2028575,Frontend Developer,Meesho,Indian Unicorn,EdTech,Delhi,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,22.7,"TypeScript, Tailwind CSS, Figma",MCA,2,173,3.7,2024-06-18
IND2028576,Frontend Developer,Swiggy,Indian Unicorn,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,6.4,"Tailwind CSS, React, TypeScript, JavaScript, HTML/CSS",B.Tech/B.E.,1,72,3.9,2025-06-10
IND2028577,Data Analyst,HAL,PSU/Govt,Automobile,Pune,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,3.9,"Tableau, Python, Statistics, Excel, Data Visualization, Power BI",B.Tech/B.E.,2,222,4.2,2024-10-16
IND2028578,UI/UX Designer,Cognizant,MNC,EdTech,Ahmedabad,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,35.9,"User Research, Prototyping, Wireframing, Figma, Adobe XD, CSS",MCA,1,117,4.1,2026-02-18
IND2028579,Machine Learning Engineer,Deloitte,MNC,Information Technology,Pune,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,11.3,"AWS, Scikit-learn, Kubernetes, Python",B.Tech/B.E.,1,70,3.7,2026-04-26
IND2028580,Data Analyst,CRED,Indian Unicorn,Information Technology,Jaipur,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,44.4,"Statistics, Data Visualization, Python, Excel",MBA,3,218,3.8,2025-04-22
IND2028581,Frontend Developer,Ola,Indian Unicorn,Information Technology,Remote,Remote,Mid (3-6 yrs),Internship,Remote,3.5,"JavaScript, TypeScript, Figma, Next.js, Tailwind CSS",B.Tech/B.E.,1,81,3.6,2024-10-01
IND2028582,Software Engineer,InMobi,Startup,Information Technology,Remote,Remote,Junior (1-3 yrs),Internship,Remote,1.7,"C++, Algorithms, Git",B.Sc (CS/IT),1,110,4.0,2025-04-08
IND2028583,Android Developer,Accenture,MNC,Gaming,Hyderabad,Tier 1,Senior (6-10 yrs),Contract,On-Site,38.3,"Jetpack Compose, Firebase, Kotlin, Android SDK",B.Tech/B.E.,1,34,4.2,2025-03-07
IND2028584,AI Engineer,Dream11,Indian Unicorn,Government/PSU,Pune,Tier 1,Junior (1-3 yrs),Part-Time,On-Site,14.2,"Vector DBs, LLMs, RAG, Python, LangChain",BCA,15,1564,4.3,2024-09-20
IND2028585,Java Developer,InMobi,Startup,EdTech,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,35.9,"Spring Boot, Java, Microservices, Maven",B.Tech/B.E.,2,233,3.7,2025-12-24
IND2028586,Business Analyst,Accenture,MNC,Media & Entertainment,Chennai,Tier 1,Junior (1-3 yrs),Part-Time,Hybrid,9.4,"Power BI, Excel, Requirements Gathering, Agile, JIRA, SQL",PhD,2,101,4.0,2024-07-29
IND2028587,Frontend Developer,BSNL,PSU/Govt,Information Technology,Lucknow,Tier 2,Mid (3-6 yrs),Contract,On-Site,12.4,"JavaScript, Next.js, Figma, TypeScript, HTML/CSS, Tailwind CSS",B.Tech/B.E.,1,43,4.1,2024-09-02
IND2028588,Data Scientist,Zerodha,Startup,Banking & Finance,Pune,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,19.7,"Tableau, NLP, Scikit-learn, Python, Deep Learning, Statistics",PhD,5,363,4.2,2025-09-21
IND2028589,Full Stack Developer,Urban Company,Startup,FinTech,Pune,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,5.1,"PostgreSQL, AWS, Python",M.Tech/M.E.,2,153,4.1,2025-09-11
IND2028590,React Developer,Slice,Startup,EdTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,27.1,"TypeScript, Redux, React",BCA,5,391,4.2,2025-01-07
IND2028591,DevOps Engineer,Chargebee,Startup,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.1,"AWS, Kubernetes, Docker",M.Tech/M.E.,1,86,3.7,2024-11-14
IND2028592,iOS Developer,BrowserStack,Startup,Information Technology,Kochi,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,39.7,"Swift, REST APIs, SwiftUI",B.Tech/B.E.,3,246,3.2,2025-12-29
IND2028593,Frontend Developer,ONGC,PSU/Govt,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,17.5,"HTML/CSS, React, Tailwind CSS",PhD,1,96,3.6,2024-07-25
IND2028594,Product Manager,Urban Company,Startup,FinTech,Remote,Remote,Mid (3-6 yrs),Part-Time,Hybrid,20.6,"Agile, Roadmapping, SQL, JIRA, A/B Testing",BCA,1,59,4.2,2025-06-19
IND2028595,Engineering Manager,Deloitte,MNC,EdTech,Remote,Remote,Mid (3-6 yrs),Internship,On-Site,1.2,"System Design, People Management, Roadmapping, Agile",MCA,1,44,3.6,2025-08-03
IND2028596,Technical Lead,MakeMyTrip,Indian Unicorn,Information Technology,Pune,Tier 1,Junior (1-3 yrs),Part-Time,On-Site,11.0,"Team Leadership, System Design, AWS, Agile, Code Review, Microservices",MCA,1,51,3.6,2025-12-24
IND2028597,Power BI Developer,Khatabook,Startup,Manufacturing,Lucknow,Tier 2,Fresher (0-1 yr),Internship,On-Site,1.1,"Power BI, Excel, ETL",B.Tech/B.E.,3,245,3.8,2025-05-27
IND2028598,Machine Learning Engineer,CRED,Indian Unicorn,Banking & Finance,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,8.2,"Kubernetes, Docker, MLOps, TensorFlow",BCA,1,93,2.9,2025-08-04
IND2028599,Software Engineer,Urban Company,Startup,EdTech,Mumbai,Tier 1,Fresher (0-1 yr),Internship,Hybrid,1.4,"Data Structures, C++, Algorithms, Git, Java, REST APIs",M.Tech/M.E.,5,560,3.6,2026-04-19
IND2028600,Cybersecurity Analyst,Cognizant,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,4.3,"SIEM, Network Security, Penetration Testing, Ethical Hacking, Python",M.Tech/M.E.,1,106,4.3,2024-09-21
IND2028601,Frontend Developer,HCL Technologies,MNC,Information Technology,Bangalore,Tier 1,Junior (1-3 yrs),Contract,On-Site,9.9,"TypeScript, Figma, HTML/CSS",MCA,1,76,3.9,2025-02-13
IND2028602,React Developer,Nykaa,Indian Unicorn,Information Technology,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,20.4,"Next.js, Redux, JavaScript, React",M.Tech/M.E.,2,137,3.3,2026-03-15
IND2028603,Machine Learning Engineer,Deloitte,MNC,Information Technology,Coimbatore,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,10.2,"Scikit-learn, Docker, AWS",MCA,3,97,3.7,2025-12-08
IND2028604,Data Analyst,Paytm,Indian Unicorn,Logistics,Remote,Remote,Mid (3-6 yrs),Contract,Remote,20.9,"SQL, Data Visualization, Power BI",B.Tech/B.E.,3,194,3.0,2025-02-15
IND2028605,Engineering Manager,Wipro,MNC,E-Commerce,Coimbatore,Tier 2,Junior (1-3 yrs),Part-Time,On-Site,9.6,"OKRs, System Design, People Management, Hiring, Roadmapping",B.Tech/B.E.,2,197,4.3,2025-04-08
IND2028606,MLOps Engineer,Cisco,MNC,Banking & Finance,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,7.0,"CI/CD, Airflow, Docker, Python, Kubernetes, MLflow",B.Tech/B.E.,5,241,3.6,2025-02-03
IND2028607,Frontend Developer,Groww,Startup,FinTech,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,10.0,"Next.js, Figma, React, Tailwind CSS, HTML/CSS",M.Tech/M.E.,2,201,3.4,2025-03-02
IND2028608,Blockchain Developer,Zoho,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,15.9,"Ethereum, Solidity, Web3.js",MCA,1,110,3.0,2024-12-30
IND2028609,Software Engineer,Leadsquared,Startup,Information Technology,Pune,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,51.0,"Data Structures, Git, System Design, Java, Algorithms, REST APIs",MCA,3,266,4.1,2026-03-16
IND2028610,Software Engineer,IBM,MNC,Media & Entertainment,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,18.4,"Python, Java, C++, System Design, Algorithms, Git",B.Tech/B.E.,5,561,4.1,2025-03-08
IND2028611,React Developer,Cisco,MNC,Consulting,Hyderabad,Tier 1,Junior (1-3 yrs),Part-Time,On-Site,7.9,"JavaScript, HTML/CSS, Next.js, React, TypeScript, Redux",BCA,5,464,3.4,2025-03-10
IND2028612,iOS Developer,Razorpay,Indian Unicorn,EdTech,Bhubaneswar,Tier 2,Lead (10+ yrs),Full-Time,On-Site,66.3,"REST APIs, SwiftUI, Firebase",M.Tech/M.E.,2,84,3.3,2025-06-13
IND2028613,Android Developer,Darwinbox,Startup,Information Technology,Hyderabad,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,6.6,"Jetpack Compose, Java, Firebase, Kotlin, REST APIs, Android SDK",B.Tech/B.E.,1,50,2.8,2025-10-12
IND2028614,React Developer,Cognizant,MNC,Manufacturing,Chennai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,17.0,"React, Redux, TypeScript, Next.js",M.Tech/M.E.,2,198,3.8,2025-09-26
IND2028615,Backend Developer,BHEL,PSU/Govt,Information Technology,Hyderabad,Tier 1,Lead (10+ yrs),Full-Time,Hybrid,20.6,"Django, Redis, FastAPI, Docker, PostgreSQL, Python",B.Tech/B.E.,5,296,3.7,2025-12-21
IND2028616,Machine Learning Engineer,NTPC,PSU/Govt,FinTech,Indore,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,20.5,"Scikit-learn, Docker, MLOps, PyTorch",M.Tech/M.E.,3,347,4.2,2026-02-17
IND2028617,Software Engineer,Wipro,MNC,Information Technology,Chennai,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,11.6,"REST APIs, Data Structures, System Design, C++, Algorithms, Git",M.Tech/M.E.,1,87,3.4,2026-01-01
IND2028618,Business Analyst,BrowserStack,Startup,Information Technology,Nagpur,Tier 2,Lead (10+ yrs),Full-Time,Hybrid,72.5,"SQL, Requirements Gathering, Agile, Excel",MCA,3,317,3.0,2025-03-27
IND2028619,Java Developer,ONGC,PSU/Govt,HealthTech,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,15.4,"Microservices, Spring Boot, SQL, Java, Hibernate",MCA,1,93,4.1,2024-12-15
IND2028620,Node.js Developer,BEL,PSU/Govt,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Hybrid,11.9,"Express.js, Node.js, MongoDB, REST APIs",B.Tech/B.E.,3,179,3.3,2025-01-01
IND2028621,React Developer,Oracle,MNC,Logistics,Pune,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,28.8,"Next.js, HTML/CSS, JavaScript, React, Redux",B.Tech/B.E.,3,302,3.1,2024-10-19
IND2028622,Power BI Developer,Urban Company,Startup,Automobile,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,18.0,"ETL, Azure, Excel",B.Tech/B.E.,3,302,3.0,2026-04-21
IND2028623,Research Scientist,Infosys,MNC,Banking & Finance,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,7.2,"PyTorch, Publications, NLP, R, Deep Learning, Statistics",M.Tech/M.E.,2,80,4.2,2025-03-31
IND2028624,Blockchain Developer,Zoho,Indian Unicorn,E-Commerce,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,21.3,"Python, Ethereum, Solidity, Web3.js",B.Tech/B.E.,3,258,3.5,2025-07-25
IND2028625,Machine Learning Engineer,DRDO,PSU/Govt,Information Technology,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,7.4,"TensorFlow, Scikit-learn, Kubernetes, AWS",B.Sc (CS/IT),1,63,3.2,2026-01-16
IND2028626,Java Developer,Cognizant,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,3.6,"Microservices, SQL, Spring Boot, Java, REST APIs",B.Tech/B.E.,1,95,3.2,2024-06-09
IND2028627,Data Scientist,Dream11,Indian Unicorn,Consulting,Lucknow,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,65.2,"Python, Statistics, Tableau, NLP",B.Tech/B.E.,5,314,3.8,2025-10-30
IND2028628,Java Developer,CRED,Indian Unicorn,HealthTech,Chennai,Tier 1,Junior (1-3 yrs),Internship,On-Site,2.9,"Maven, SQL, Java, Spring Boot, REST APIs, Microservices",B.Tech/B.E.,3,355,4.1,2024-09-29
IND2028629,Data Analyst,Setu,Startup,Telecom,Pune,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,11.7,"Data Visualization, Excel, SQL",B.Tech/B.E.,1,34,3.8,2025-05-25
IND2028630,Data Scientist,Wipro,MNC,Information Technology,Hyderabad,Tier 1,Fresher (0-1 yr),Contract,Hybrid,6.7,"Statistics, Machine Learning, Tableau, NLP",B.Sc (CS/IT),1,99,4.1,2025-06-18
IND2028631,Software Engineer,Chargebee,Startup,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Contract,On-Site,17.2,"REST APIs, Data Structures, C++, Git",B.Tech/B.E.,2,52,3.7,2025-05-13
IND2028632,Data Analyst,Infosys,MNC,Information Technology,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,5.0,"SQL, Power BI, Data Visualization",B.Tech/B.E.,3,235,3.5,2024-07-18
IND2028633,Full Stack Developer,Flipkart,Indian Unicorn,Information Technology,Chennai,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,11.7,"Node.js, PostgreSQL, Python, MongoDB, Docker, React",B.Tech/B.E.,1,52,4.1,2025-09-19
IND2028634,iOS Developer,BrowserStack,Startup,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Hybrid,16.3,"REST APIs, Swift, Xcode, Firebase, SwiftUI, Core Data",B.Tech/B.E.,3,114,2.9,2025-05-29
IND2028635,Software Engineer,BrowserStack,Startup,Banking & Finance,Bangalore,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,20.6,"Algorithms, REST APIs, Git, System Design",B.Tech/B.E.,5,562,3.8,2025-02-11
IND2028636,Machine Learning Engineer,Infosys,MNC,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,26.5,"TensorFlow, Docker, AWS, Scikit-learn",B.Tech/B.E.,1,99,3.9,2024-10-04
IND2028637,Cloud Engineer,Google,MNC,FinTech,Bhubaneswar,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,24.9,"Terraform, Docker, AWS, Azure, Linux, Kubernetes",MCA,2,125,3.9,2024-09-16
IND2028638,Software Engineer,BrowserStack,Startup,E-Commerce,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,10.1,"Python, Data Structures, Git, Java, C++, REST APIs",PhD,1,93,3.6,2025-07-25
IND2028639,Backend Developer,Tech Mahindra,MNC,HealthTech,Bhubaneswar,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,8.3,"Node.js, Django, PostgreSQL, MongoDB, Python, Redis",B.Tech/B.E.,1,34,3.2,2024-12-25
IND2028640,Software Engineer,BrowserStack,Startup,E-Commerce,Bangalore,Tier 1,Fresher (0-1 yr),Contract,On-Site,5.2,"Java, REST APIs, System Design",B.Tech/B.E.,5,590,3.4,2025-11-17
IND2028641,Software Engineer,Lenskart,Startup,Government/PSU,Ahmedabad,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,13.9,"REST APIs, Git, Python, Algorithms, Java, Data Structures",B.Sc (CS/IT),5,463,4.1,2024-09-14
IND2028642,Java Developer,Capgemini,MNC,E-Commerce,Nagpur,Tier 2,Junior (1-3 yrs),Contract,On-Site,9.5,"Spring Boot, Java, Maven, REST APIs, Microservices",MCA,2,166,3.3,2025-12-15
IND2028643,DevOps Engineer,HAL,PSU/Govt,Information Technology,Indore,Tier 2,Mid (3-6 yrs),Internship,Hybrid,2.5,"Jenkins, Linux, Kubernetes, AWS, Docker",B.Tech/B.E.,2,167,4.0,2025-06-12
IND2028644,Java Developer,Oracle,MNC,EdTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Hybrid,20.1,"Maven, SQL, Hibernate",MCA,1,114,4.1,2025-03-07
IND2028645,Backend Developer,Flipkart,Indian Unicorn,Gaming,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,20.0,"Python, Docker, Java, Redis, Node.js",M.Tech/M.E.,1,101,4.0,2026-02-21
IND2028646,Java Developer,IBM,MNC,Media & Entertainment,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,54.5,"Microservices, Hibernate, Java, REST APIs, Spring Boot",M.Tech/M.E.,2,167,3.7,2025-02-22
IND2028647,Backend Developer,Cisco,MNC,Manufacturing,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,17.4,"Redis, MongoDB, PostgreSQL, FastAPI, Node.js",M.Tech/M.E.,1,111,2.7,2024-09-22
IND2028648,React Developer,Razorpay,Indian Unicorn,Information Technology,Indore,Tier 2,Lead (10+ yrs),Full-Time,Hybrid,73.0,"JavaScript, Next.js, HTML/CSS, TypeScript, Redux",MCA,10,834,2.7,2024-11-09
IND2028649,Android Developer,Freshworks,Indian Unicorn,Information Technology,Delhi,Tier 1,Mid (3-6 yrs),Internship,On-Site,2.8,"Java, Firebase, Kotlin, Jetpack Compose",B.Tech/B.E.,1,59,3.8,2024-08-04
IND2028650,Data Analyst,Fi Money,Startup,EdTech,Chennai,Tier 1,Senior (6-10 yrs),Internship,Hybrid,1.7,"Data Visualization, Power BI, Excel, Statistics, Tableau",MCA,3,121,4.1,2025-10-25
IND2028651,Frontend Developer,Leadsquared,Startup,Banking & Finance,Bangalore,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,37.0,"Next.js, JavaScript, React",B.Tech/B.E.,3,183,3.4,2025-12-13
IND2028652,Software Engineer,Cisco,MNC,FinTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.4,"Data Structures, Git, Algorithms, System Design, Python",B.Tech/B.E.,15,903,4.0,2025-02-04
IND2028653,Product Manager,Zerodha,Startup,HealthTech,Chennai,Tier 1,Fresher (0-1 yr),Contract,Hybrid,5.0,"User Research, Roadmapping, A/B Testing, Product Strategy, Agile",B.Sc (CS/IT),2,144,3.9,2025-11-12
IND2028654,Data Analyst,Cognizant,MNC,Information Technology,Delhi,Tier 1,Fresher (0-1 yr),Part-Time,On-Site,3.9,"Tableau, Power BI, Data Visualization, SQL",B.Tech/B.E.,5,429,3.5,2025-03-12
IND2028655,AI Engineer,ISRO,PSU/Govt,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,11.7,"NLP, RAG, OpenAI API, Vector DBs",M.Tech/M.E.,2,231,4.1,2025-02-01
IND2028656,Python Developer,Oracle,MNC,Information Technology,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,9.0,"PostgreSQL, AWS, REST APIs, Python, Django, FastAPI",MBA,10,999,3.3,2026-01-15
IND2028657,Data Scientist,Wipro,MNC,Gaming,Bangalore,Tier 1,Lead (10+ yrs),Part-Time,On-Site,64.9,"Deep Learning, NLP, TensorFlow, Python, Tableau",MBA,1,49,3.0,2024-06-10
IND2028658,Software Engineer,BrowserStack,Startup,Gaming,Pune,Tier 1,Lead (10+ yrs),Full-Time,Hybrid,66.0,"Algorithms, Java, System Design",MBA,2,237,3.2,2026-01-17
IND2028659,Backend Developer,ONGC,PSU/Govt,EdTech,Chandigarh,Tier 2,Junior (1-3 yrs),Internship,Hybrid,2.8,"Node.js, PostgreSQL, Python",M.Tech/M.E.,1,61,3.8,2025-04-13
IND2028660,Frontend Developer,Oracle,MNC,E-Commerce,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.1,"TypeScript, Figma, HTML/CSS, Tailwind CSS",BCA,5,470,2.8,2024-08-13
IND2028661,Product Manager,InMobi,Startup,Banking & Finance,Remote,Remote,Senior (6-10 yrs),Contract,Remote,38.6,"JIRA, Roadmapping, User Research, Product Strategy",BCA,10,1105,4.0,2025-08-26
IND2028662,Node.js Developer,Razorpay,Indian Unicorn,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,17.8,"Express.js, JavaScript, REST APIs, Node.js, TypeScript, MongoDB",B.Tech/B.E.,3,174,4.3,2025-06-25
IND2028663,Java Developer,Infosys,MNC,HealthTech,Nagpur,Tier 2,Fresher (0-1 yr),Internship,On-Site,1.8,"Microservices, Hibernate, Maven, Spring Boot",B.Tech/B.E.,1,47,4.0,2024-11-30
IND2028664,Software Engineer,ONGC,PSU/Govt,Information Technology,Hyderabad,Tier 1,Fresher (0-1 yr),Part-Time,On-Site,4.0,"Algorithms, Python, Java, C++, Git, System Design",M.Tech/M.E.,3,289,3.1,2025-10-10
IND2028665,iOS Developer,Accenture,MNC,Information Technology,Bangalore,Tier 1,Junior (1-3 yrs),Internship,On-Site,2.9,"Swift, REST APIs, Firebase",B.Com + Certification,1,53,3.5,2026-03-30
IND2028666,Java Developer,Groww,Startup,EdTech,Delhi,Tier 1,Mid (3-6 yrs),Contract,On-Site,24.7,"Maven, Microservices, Java, SQL, Hibernate",PhD,2,139,2.8,2025-07-19
IND2028667,Computer Vision Engineer,TCS,MNC,Media & Entertainment,Remote,Remote,Senior (6-10 yrs),Full-Time,Hybrid,32.6,"TensorFlow, OpenCV, Deep Learning",B.Tech/B.E.,3,202,3.6,2025-06-28
IND2028668,Software Engineer,Deloitte,MNC,Government/PSU,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,3.8,"REST APIs, Java, System Design, Data Structures, Algorithms",B.Tech/B.E.,1,104,3.2,2024-10-18
IND2028669,MLOps Engineer,Swiggy,Indian Unicorn,Information Technology,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,8.4,"Docker, Airflow, MLflow",M.Tech/M.E.,1,85,3.5,2024-08-02
IND2028670,React Developer,Microsoft,MNC,E-Commerce,Remote,Remote,Senior (6-10 yrs),Internship,Remote,0.8,"Redux, HTML/CSS, TypeScript, Next.js",B.Tech/B.E.,3,275,3.1,2026-02-14
IND2028671,Data Scientist,TCS,MNC,FinTech,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,16.1,"TensorFlow, Tableau, Python, NLP, Scikit-learn",M.Tech/M.E.,2,225,3.3,2025-12-22
IND2028672,Product Manager,Amazon,MNC,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.7,"User Research, SQL, Product Strategy, JIRA",B.Tech/B.E.,1,108,3.8,2025-08-04
IND2028673,Backend Developer,Swiggy,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.1,"MongoDB, Java, PostgreSQL, Redis, Python, FastAPI",B.Tech/B.E.,1,105,3.7,2025-11-02
IND2028674,Node.js Developer,Leadsquared,Startup,FinTech,Bhubaneswar,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,11.6,"MongoDB, Node.js, REST APIs, Express.js",MCA,1,107,4.1,2025-02-14
IND2028675,Power BI Developer,MakeMyTrip,Indian Unicorn,Manufacturing,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,11.4,"DAX, Power BI, Azure, Data Modeling",B.Tech/B.E.,3,340,2.7,2026-04-26
IND2028676,Backend Developer,Hasura,Startup,Banking & Finance,Nagpur,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,17.5,"Node.js, Docker, PostgreSQL, Java, Python, Redis",BCA,5,235,4.1,2025-08-08
IND2028677,Business Analyst,TCS,MNC,E-Commerce,Remote,Remote,Senior (6-10 yrs),Contract,Hybrid,31.0,"Excel, JIRA, Agile, Power BI, Requirements Gathering",BCA,3,258,3.3,2024-12-14
IND2028678,DevOps Engineer,Infosys,MNC,Information Technology,Delhi,Tier 1,Mid (3-6 yrs),Contract,Hybrid,20.5,"Terraform, Linux, CI/CD",B.Tech/B.E.,2,85,4.3,2025-01-15
IND2028679,Frontend Developer,Chargebee,Startup,Media & Entertainment,Bangalore,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,36.9,"Next.js, React, Figma",BCA,1,85,3.5,2025-12-04
IND2028680,QA Engineer,Leadsquared,Startup,Government/PSU,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,23.4,"Manual Testing, Python, API Testing, Postman",MBA,3,205,3.0,2024-11-11
IND2028681,DevOps Engineer,Postman,Startup,Banking & Finance,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,9.0,"Terraform, Ansible, Docker, Kubernetes, AWS, Jenkins",BCA,2,162,3.8,2025-05-02
IND2028682,Product Manager,Swiggy,Indian Unicorn,Logistics,Bangalore,Tier 1,Fresher (0-1 yr),Contract,Hybrid,8.2,"A/B Testing, SQL, JIRA, User Research, Roadmapping",B.Tech/B.E.,10,1128,4.2,2025-10-11
IND2028683,Data Analyst,DRDO,PSU/Govt,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,10.2,"Excel, Data Visualization, Python, Power BI",MCA,1,86,3.6,2024-12-25
IND2028684,Software Engineer,Leadsquared,Startup,Consulting,Mumbai,Tier 1,Lead (10+ yrs),Internship,On-Site,3.4,"Data Structures, Java, Algorithms, C++, System Design, Git",B.Tech/B.E.,1,89,3.2,2026-03-29
IND2028685,Backend Developer,Meesho,Indian Unicorn,Information Technology,Delhi,Tier 1,Lead (10+ yrs),Full-Time,On-Site,71.9,"Node.js, Django, MongoDB, Java, Python",B.Tech/B.E.,5,468,3.2,2025-07-01
IND2028686,Backend Developer,NTPC,PSU/Govt,FinTech,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,4.6,"Node.js, Python, FastAPI, Redis, Django, MongoDB",B.Tech/B.E.,3,356,3.5,2024-11-21
IND2028687,Python Developer,PhonePe,Indian Unicorn,Government/PSU,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,7.0,"REST APIs, Python, AWS",B.Sc (CS/IT),1,119,3.5,2025-11-08
IND2028688,Data Scientist,Dream11,Indian Unicorn,Banking & Finance,Mumbai,Tier 1,Fresher (0-1 yr),Contract,Hybrid,6.8,"Deep Learning, Scikit-learn, Pandas",B.Tech/B.E.,3,351,4.1,2025-10-13
IND2028689,Full Stack Developer,HCL Technologies,MNC,Consulting,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,13.1,"MongoDB, REST APIs, Docker, PostgreSQL",B.Tech/B.E.,2,129,3.8,2025-06-30
IND2028690,Research Scientist,TCS,MNC,E-Commerce,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,75.1,"Python, Deep Learning, Publications, Statistics, PyTorch",MCA,5,576,3.9,2025-07-11
IND2028691,Full Stack Developer,Deloitte,MNC,Automobile,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,5.1,"Python, MongoDB, Docker, PostgreSQL",B.Sc (CS/IT),3,239,3.4,2024-10-06
IND2028692,Data Engineer,Lenskart,Startup,Information Technology,Hyderabad,Tier 1,Lead (10+ yrs),Full-Time,On-Site,71.6,"Kafka, AWS, Airflow",B.Tech/B.E.,2,198,3.2,2025-12-26
IND2028693,Node.js Developer,Microsoft,MNC,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,49.3,"JavaScript, MongoDB, Node.js, Express.js, REST APIs, TypeScript",MCA,5,191,4.1,2024-06-17
IND2028694,Data Scientist,Dream11,Indian Unicorn,Government/PSU,Hyderabad,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,26.4,"Deep Learning, Scikit-learn, SQL, Python, Machine Learning",BCA,2,136,4.3,2025-05-17
